job_indexed_id,url,title_clean,description_for_qa,gold_normalized_title,gold_role_family,gold_location_type,qa_fix_location_type,gold_location_city,qa_fix_location_city,gold_country,qa_fix_country,gold_employment_type,qa_fix_employment_type,gold_seniority,qa_fix_seniority,gold_salary_min,qa_fix_salary_min,gold_salary_max,qa_fix_salary_max,gold_salary_currency,qa_fix_salary_currency,gold_salary_period,qa_fix_salary_period,qa_status,qa_notes
1063,https://job-boards.greenhouse.io/celonis/jobs/7493399003?gh_jid=7493399003,Account Executive - Public Sector,"We're Celonis, the global leader in Process Intelligence technology and one of the world's fastest-growing SaaS firms. We believe there is a massive opportunity to unlock productivity by placing AI, data and intelligence at the core of business processes - and for that, we need your help. Care to join us? The Team: The Account Executive, a pivotal member of our enterprise sales team, is dedicated to driving growth by acquiring new clients across the region. This role is solely focused on expanding our footprint in the U.S Public Sector. Leveraging top-tier products and effective sales strategi",account_executive,sales,,__NO_CHANGE__,,,,,,__NO_CHANGE__,,__NO_CHANGE__,,,,,,,,__NO_CHANGE__,,
1852,https://job-boards.greenhouse.io/capco/jobs/7622087,Recruitment Administrator with English language,"Shape the Future of Financial Services with Capco At&nbsp;Capco, we specialize in management consulting and software development, partnering with leading international banks and insurance companies across Western Europe. Our innovative approach and collaborative culture make us the ideal place for professionals looking to make an impact in financial services technology. Want to learn more about our culture and people? Visit us: Capco Careers Slovakia Why Join Us? Continuous Learning &amp; Development – Access to technical and soft skills training, professional certifications, and full access t",other,other,,__NO_CHANGE__,,,,,,__NO_CHANGE__,,__NO_CHANGE__,,,,,,,,__NO_CHANGE__,,
628,https://job-boards.greenhouse.io/gleanwork/jobs/4633420005,"Manager, Delivery Excellence","About Glean: Glean is the Work AI platform that helps everyone work smarter with AI. What began as the industry’s most advanced enterprise search has evolved into a full-scale Work AI ecosystem, powering intelligent Search, an AI Assistant, and scalable AI agents on one secure, open platform. With over 100 enterprise SaaS connectors, flexible LLM choice, and robust APIs, Glean gives organizations the infrastructure to govern, scale, and customize AI across their entire business - without vendor lock-in or costly implementation cycles. At its core, Glean is redefining how enterprises find, use,",other,other,,__NO_CHANGE__,,,,,,__NO_CHANGE__,,__NO_CHANGE__,,,,,,,,__NO_CHANGE__,,
1627,https://job-boards.greenhouse.io/capco/jobs/7653536,Cybersecurity consultant,"Join Us as a Cybersecurity Consultant – Transforming the Future of Financial Services &nbsp; &nbsp; What Makes Capco Unique? Capco is a global technology and management consultancy specializing in driving digital transformation across the Financial Services and Insurance industries. Our professionals combine innovative thinking with unparalleled industry expertise to provide cutting-edge consulting solutions, seamless integration of complex technologies, transformation delivery, and managed services that push our clients forward. We are not just consultants; we are trusted partners, empowering",consultant,consulting,,__NO_CHANGE__,,,,,,__NO_CHANGE__,,__NO_CHANGE__,,,,,,,,__NO_CHANGE__,,
936,https://job-boards.greenhouse.io/truebill/jobs/7567958003,"Team Leader, Data Analytics - Growth","ABOUT ROCKET MONEY 🔮 Rocket Money’s mission is to meaningfully improve the financial prosperity of millions of people. Rocket Money offers members a unique understanding of their finances and a suite of valuable services that save them time and money – ultimately giving them a leg up on their financial journey. ABOUT THE TEAM 🤝 The Rocket Money Data Analytics team is comprised of data analysts who are passionate about using data to drive business decisions and improve user experiences. Analysts work within a semi-embedded organizational structure to independently build data analytics tooling,",data_analyst,data_analytics,,__NO_CHANGE__,,,,,,__NO_CHANGE__,,__NO_CHANGE__,,,,,,,,__NO_CHANGE__,,
826,https://job-boards.greenhouse.io/grafanalabs/jobs/5783877004,"Senior Product Marketing Manager | USA (EST, CST) | Remote","Grafana Labs is a remote-first, open-source powerhouse. There are more than 20M users of Grafana, the open source visualization tool, around the globe, monitoring everything from beehives to climate change in the Alps. The instantly recognizable dashboards have been spotted everywhere from a NASA launch and Minecraft HQ to Wimbledon and the Tour de France. Grafana Labs also helps more than 3,000 companies -- including Bloomberg, JPMorgan Chase, and eBay -- manage their observability strategies with the Grafana LGTM Stack, which can be run fully managed with Grafana Cloud or self-managed with t",other,other,,__NO_CHANGE__,,,,,,__NO_CHANGE__,,__NO_CHANGE__,,,,,,,,__NO_CHANGE__,,
1561,https://job-boards.greenhouse.io/capco/jobs/7185835,BA - Trading solutions,"Job Title: Business Analyst (Capital Markets &amp; Trading): &nbsp; About Us “Capco, a Wipro company, is a global technology and management consulting firm. Awarded with Consultancy of the year in the &nbsp; British Bank Award and has been ranked Top 100 Best Companies for Women in India 2022 by Avtar &amp; Seramount . With our presence across 32 cities across globe, we support 100+ clients across&nbsp;banking, financial and Energy sectors. We are recognized for our deep transformation execution and delivery.&nbsp; WHY JOIN CAPCO? You will work on engaging projects with the largest internation",business_analyst,business_analysis,,__NO_CHANGE__,,,,,,__NO_CHANGE__,,__NO_CHANGE__,,,,,,,,__NO_CHANGE__,,
1483,https://job-boards.greenhouse.io/datacamp/jobs/7541295,Senior Product Manager,"About DataCamp At DataCamp, we believe in empowering individuals and teams through data literacy. As a leading platform for data science and analytics education, we offer engaging, interactive courses designed by top experts. Our mission is to make data skills accessible to everyone, helping learners and organizations thrive in the data-driven world. With a diverse community of millions of learners, we provide a supportive and dynamic environment where you can grow your career and make an impact. Join us and be part of our journey to democratize data education! About the role We’re looking for",product_manager,product_management,,__NO_CHANGE__,,,,,,__NO_CHANGE__,,__NO_CHANGE__,,,,,,,,__NO_CHANGE__,,
736,https://job-boards.greenhouse.io/dv01/jobs/8427825002,Sr. Backend Engineer,"dv01 is lifting the curtain on the largest financial market in the world: structured finance. The $16+ trillion market is the backbone of everyday activities that empower financial freedom, from consolidating credit card debt and refinancing student loans, to buying a home and starting a small business. dv01’s data analytics platform brings unparalleled transparency into investment performance and risk for lenders and Wall Street investors in structured products. As a data-first company, we wrangle critical loan data and build modern analytical tools that enable strategic decision-making for r",backend_engineer,backend,,__NO_CHANGE__,,,,,,__NO_CHANGE__,,__NO_CHANGE__,,,,,,,,__NO_CHANGE__,,
918,https://job-boards.greenhouse.io/correlationone/jobs/5753967004,Staff Data Engineer,"CORRELATION ONE Correlation One &nbsp; develops workforce skills for the AI economy Enterprises and governments work with us to develop talent and close critical data, digital, and technology skills gaps. Our global programs, including training programs and data competitions, also empower underrepresented communities and accelerate careers. Our mission is to create equal access to the data-driven jobs of the future. We partner with top employers and government organizations to make that a reality, including Amazon, Coca-Cola, Johnson &amp; Johnson, USAID, the U.S. State Department, and the U.S",data_engineer,data_engineering,,__NO_CHANGE__,,,,,,__NO_CHANGE__,,__NO_CHANGE__,,,,,,,,__NO_CHANGE__,,
579,https://job-boards.greenhouse.io/gleanwork/jobs/4520713005,Designated Technical Support Engineer,"About Glean: Glean is the Work AI platform that helps everyone work smarter with AI. What began as the industry’s most advanced enterprise search has evolved into a full-scale Work AI ecosystem, powering intelligent Search, an AI Assistant, and scalable AI agents on one secure, open platform. With over 100 enterprise SaaS connectors, flexible LLM choice, and robust APIs, Glean gives organizations the infrastructure to govern, scale, and customize AI across their entire business - without vendor lock-in or costly implementation cycles. At its core, Glean is redefining how enterprises find, use,",it_support_specialist,it_operations,,__NO_CHANGE__,,,,,,__NO_CHANGE__,,__NO_CHANGE__,,,,,,,,__NO_CHANGE__,,
1678,https://job-boards.greenhouse.io/capco/jobs/7241776,"Executive Director- Leading Finance, Risk & Regulatory Function","&nbsp; Role- Executive Director- Leading Finance, Risk &amp; Regulatory Function. Location- Bengaluru Experience - Must have a combination of SME skills in Financial Risk and Finance, Transformation and Consulting . Function- Capability Head- Finance, Risk and Regulatory Functions Joining Capco means joining an organisation that is committed to an inclusive working environment where you are encouraged to #BeYourselfAtWork. We celebrate individuality and recognize that diversity and inclusion, in all forms, is critical to success. It is important to us that we recruit and develop as diverse a r",other,other,,__NO_CHANGE__,,,,,,__NO_CHANGE__,,__NO_CHANGE__,,,,,,,,__NO_CHANGE__,,
1261,https://job-boards.greenhouse.io/celonis/jobs/6118579003?gh_jid=6118579003,Senior Solutions Architect - Containerized Platform Solutions,"We're Celonis, the global leader in Process Intelligence technology and one of the world's fastest-growing SaaS firms. We believe there is a massive opportunity to unlock productivity by placing AI, data and intelligence at the core of business processes - and for that, we need your help. Care to join us? The Team: Solutions Architects are vital members of our project teams, often serving as the initial technical point of contact for our customers and key technical stakeholders for a successful deployment of Celonis. To ensure our customers achieve value, the team drives the technical setup re",solutions_architect,architecture,,__NO_CHANGE__,,,,,,__NO_CHANGE__,,__NO_CHANGE__,,,,,,,,__NO_CHANGE__,,
